temperatureEau;temperature;humidity;date
22.0625;23;58;02/11/2013 10:26
22.0625;23;59;02/11/2013 10:27
22.0625;23;59;02/11/2013 10:28
22.0625;23;58;02/11/2013 10:29
22.0625;23;58;02/11/2013 10:30
22.0625;23;58;02/11/2013 10:31
22.0625;23;58;02/11/2013 10:32
22.0625;23;58;02/11/2013 10:33
22.0625;23;58;02/11/2013 10:34
22.125;23;58;02/11/2013 10:35
22.0625;23;58;02/11/2013 10:36
22.0625;23;58;02/11/2013 10:37
22.0625;23;58;02/11/2013 10:38
22.125;23;58;02/11/2013 10:39
22.125;23;58;02/11/2013 10:40
22.125;23;58;02/11/2013 10:41
22.125;22;59;02/11/2013 10:42
22.125;22;59;02/11/2013 10:43
22.125;23;59;02/11/2013 10:44
22.125;23;58;02/11/2013 10:45
22.125;23;58;02/11/2013 10:46
22.125;22;59;02/11/2013 10:47
22.125;23;58;02/11/2013 10:48
22.125;23;58;02/11/2013 10:49
22.125;23;58;02/11/2013 10:50
22.125;23;58;02/11/2013 10:51
22.125;23;58;02/11/2013 10:52
22.125;23;58;02/11/2013 10:53
22.125;23;59;02/11/2013 10:54
22.1875;23;58;02/11/2013 10:55
22.1875;24;59;02/11/2013 10:56
22.1875;22;59;02/11/2013 10:57
22.1875;23;58;02/11/2013 10:58
22.1875;23;58;02/11/2013 10:59
22.1875;23;58;02/11/2013 11:00
22.1875;23;58;02/11/2013 11:01
22.1875;23;58;02/11/2013 11:02
22.1875;23;58;02/11/2013 11:03
22.1875;22;59;02/11/2013 11:04
22.1875;23;58;02/11/2013 11:05
22.1875;23;58;02/11/2013 11:06
22.1875;23;58;02/11/2013 11:07
22.1875;23;58;02/11/2013 11:08
22.1875;23;58;02/11/2013 11:09
22.1875;22;59;02/11/2013 11:10
22.1875;23;58;02/11/2013 11:11
22.25;22;59;02/11/2013 11:12
22.1875;23;57;02/11/2013 11:13
22.1875;23;58;02/11/2013 11:15
22.1875;23;58;02/11/2013 11:16
22.125;22;59;02/11/2013 11:17
22.125;23;57;02/11/2013 11:18
22.125;23;57;02/11/2013 11:19
22.125;23;57;02/11/2013 11:20
22.125;23;58;02/11/2013 11:21
22.125;22;58;02/11/2013 11:22
22.125;23;57;02/11/2013 11:23
